[01:29:01] [Client thread/INFO]: Setting user: Player392
[01:29:04] [Client thread/WARN]: Skipping bad option: lastServer:
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.illusioner.mirror_move
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.illusioner.prepare_blindness
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.illusioner.prepare_mirror
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.iron_door.close
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.iron_door.open
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.iron_golem.attack
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.iron_golem.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.iron_golem.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.iron_golem.step
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.iron_trapdoor.close
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.iron_trapdoor.open
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.item_frame.add_item
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.item_frame.break
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.item_frame.place
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.item_frame.remove_item
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.item_frame.rotate_item
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.item.break
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.item.pickup
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.ladder.break
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.ladder.fall
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.ladder.hit
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.ladder.place
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.ladder.step
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.lantern.break
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.lantern.fall
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.lantern.hit
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.lantern.place
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.lantern.step
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.lava.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.lava.extinguish
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.lava.pop
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.leash_knot.break
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.leash_knot.place
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.lever.click
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.lightning_bolt.impact
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.lightning_bolt.thunder
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.lingering_potion.throw
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.llama.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.llama.angry
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.llama.chest
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.llama.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.llama.eat
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.llama.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.llama.spit
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.llama.step
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.llama.swag
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.magma_cube.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.magma_cube.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.magma_cube.jump
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.magma_cube.squish
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.metal.break
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.metal.fall
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.metal.hit
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.metal.place
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.metal_pressure_plate.click_off
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.metal_pressure_plate.click_on
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.metal.step
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.minecart.inside
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.minecart.riding
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.mooshroom.convert
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.mooshroom.eat
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.mooshroom.milk
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.mooshroom.suspicious_milk
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.mooshroom.shear
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.mule.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.mule.chest
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.mule.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.mule.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:music.creative
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:music.credits
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:music.dragon
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:music.end
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:music.game
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:music.menu
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:music.nether
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:music.under_water
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.nether_wart.break
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:item.nether_wart.plant
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.note_block.basedrum
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.note_block.bass
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.note_block.bell
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.note_block.chime
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.note_block.flute
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.note_block.guitar
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.note_block.harp
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.note_block.hat
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.note_block.pling
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.note_block.snare
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.note_block.xylophone
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.note_block.iron_xylophone
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.note_block.cow_bell
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.note_block.didgeridoo
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.note_block.bit
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.note_block.banjo
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.ocelot.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.ocelot.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.ocelot.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.painting.break
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.painting.place
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.panda.pre_sneeze
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.panda.sneeze
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.panda.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.panda.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.panda.eat
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.panda.step
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.panda.cant_breed
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.panda.aggressive_ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.panda.worried_ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.panda.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.panda.bite
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.eat
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.fly
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.blaze
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.creeper
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.drowned
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.elder_guardian
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.ender_dragon
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.enderman
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.endermite
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.evoker
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.ghast
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.guardian
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.husk
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.illusioner
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.magma_cube
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.panda
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.phantom
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.pillager
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.polar_bear
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.ravager
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.shulker
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.silverfish
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.skeleton
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.slime
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.spider
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.stray
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.vex
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.vindicator
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.witch
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.wither
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.wither_skeleton
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.wolf
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.zombie
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.zombie_pigman
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.zombie_villager
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.step
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.phantom.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.phantom.bite
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.phantom.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.phantom.flap
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.phantom.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.phantom.swoop
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.pig.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.pig.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.pig.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.pig.saddle
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.pig.step
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.pillager.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.pillager.celebrate
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.pillager.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.pillager.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.piston.contract
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.piston.extend
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.attack.crit
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.attack.knockback
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.attack.nodamage
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.attack.strong
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.attack.sweep
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.attack.weak
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.big_fall
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.breath
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.burp
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.hurt_drown
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.hurt_on_fire
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.hurt_sweet_berry_bush
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.levelup
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.small_fall
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.splash
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.splash.high_speed
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.swim
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.polar_bear.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.polar_bear.ambient_baby
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.polar_bear.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.polar_bear.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.polar_bear.step
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.polar_bear.warning
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.portal.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.portal.travel
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.portal.trigger
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.puffer_fish.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.puffer_fish.blow_out
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.puffer_fish.blow_up
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.puffer_fish.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.puffer_fish.flop
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.puffer_fish.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.puffer_fish.sting
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.pumpkin.carve
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.rabbit.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.rabbit.attack
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.rabbit.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.rabbit.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.rabbit.jump
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:event.raid.horn
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:music_disc.11
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:music_disc.13
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:music_disc.blocks
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:music_disc.cat
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:music_disc.chirp
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:music_disc.far
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:music_disc.mall
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:music_disc.mellohi
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:music_disc.stal
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:music_disc.strad
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:music_disc.wait
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:music_disc.ward
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.redstone_torch.burnout
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.salmon.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.salmon.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.salmon.flop
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.salmon.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.sand.break
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.sand.fall
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.sand.hit
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.sand.place
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.sand.step
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.scaffolding.break
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.scaffolding.fall
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.scaffolding.hit
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.scaffolding.place
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.scaffolding.step
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.sheep.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.sheep.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.sheep.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.sheep.shear
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.sheep.step
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:item.shield.block
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:item.shield.break
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:item.shovel.flatten
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.shulker.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.shulker_box.close
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.shulker_box.open
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.shulker_bullet.hit
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.shulker_bullet.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.shulker.close
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.shulker.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.shulker.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.shulker.hurt_closed
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.shulker.open
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.shulker.shoot
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.shulker.teleport
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.silverfish.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.silverfish.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.silverfish.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.silverfish.step
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton_horse.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton_horse.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton_horse.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton_horse.swim
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton_horse.ambient_water
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton_horse.gallop_water
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton_horse.jump_water
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton_horse.step_water
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton.shoot
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton.step
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.slime.attack
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.slime.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.slime.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.slime.jump
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.slime.squish
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.slime_block.break
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.slime_block.fall
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.slime_block.hit
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.slime_block.place
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.slime_block.step
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.magma_cube.death_small
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.magma_cube.hurt_small
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.magma_cube.squish_small
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.slime.death_small
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.slime.hurt_small
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.slime.jump_small
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.slime.squish_small
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.smoker.smoke
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.snowball.throw
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.snow.break
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.snow.fall
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.snow_golem.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.snow_golem.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.snow_golem.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.snow_golem.shoot
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.snow.hit
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.snow.place
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.snow.step
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.spider.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.spider.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.spider.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.spider.step
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.splash_potion.break
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.splash_potion.throw
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.squid.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.squid.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.squid.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.squid.squirt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.stone.break
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.stone_button.click_off
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.stone_button.click_on
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.stone.fall
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.stone.hit
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.stone.place
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.stone_pressure_plate.click_off
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.stone_pressure_plate.click_on
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.stone.step
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.stray.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.stray.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.stray.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.stray.step
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.sweet_berry_bush.break
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.sweet_berry_bush.place
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:item.sweet_berries.pick_from_bush
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:enchant.thorns.hit
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.tnt.primed
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:item.totem.use
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:item.trident.hit
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:item.trident.hit_ground
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:item.trident.return
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:item.trident.riptide_1
